date,date,text
2020/4/18 20:38,1587209914045,pycountryは日本語対応してないんですね
2020/4/18 20:39,1587209950084,Python(プログラミング言語)は大体日本語に対応してないですね...
2020/4/18 20:39,1587209984940,困ったときのQiita
2020/4/18 20:40,1587210010108,英語分かればStackOverFlowもあり
2020/4/18 20:41,1587210094418,船は別枠
2020/4/18 20:41,1587210116152,Diamond Princessはどの国に属してることになるんだろう...
2020/4/18 20:42,1587210140609,イギリス船籍ではあった
2020/4/18 20:43,1587210190133,便利
2020/4/18 20:43,1587210216570,listから1つずつ取り出して(for _ in list_)新しいリスト入れていく(append)
2020/4/18 20:43,1587210219044,import matplotlib.pyplot as pltが入ってないかもです
2020/4/18 20:44,1587210246157,pycountry初めて知りました。ありがとうございます〜
2020/4/18 20:44,1587210267509,pltがない
2020/4/18 20:44,1587210272366,Python、ライブラリ豊富で凄い、、、
2020/4/18 20:44,1587210274419,NameError: name 'plt' is not defined
2020/4/18 20:44,1587210277467,すごそうなことだけはわかる。
2020/4/18 20:44,1587210279295,import matplotlib.pyplot as pltをいれておいてください
2020/4/18 20:45,1587210341102,ﾏｯﾄﾌﾟﾛｯﾄﾘﾌﾞ
2020/4/18 20:46,1587210369138,import matplotlib.pyplot as plt
2020/4/18 20:48,1587210480048,おおー！！！
2020/4/18 20:49,1587210546214,初心者向けにコメントアウトあると思い出しやすいかもしれない
2020/4/18 20:49,1587210570618,レポートで出すと怒られるタイプのグラフ
2020/4/18 20:49,1587210582725,草
2020/4/18 20:50,1587210656693,アメリカやばいな
2020/4/18 20:51,1587210684577,アメリカえぐいな
2020/4/18 20:51,1587210688203,"today_max_round = round(today_max, -4)の-4ってなんですか？"
2020/4/18 20:51,1587210698435,中国と比べるとアメリカやばいのがよくわかる
2020/4/18 20:53,1587210779688,スペインでやりました
2020/4/18 20:53,1587210781241,4桁目（１万の位）で四捨五入かな
2020/4/18 20:53,1587210784496,中国横ばいすぎる
2020/4/18 20:53,1587210802867,中国ほんまか？？
2020/4/18 20:53,1587210820446,"round(a,-n)で10のn乗の位に丸めてます"
2020/4/18 20:53,1587210822542,X軸のラベルはどうしてこの日付なんだろう
2020/4/18 20:53,1587210829475,中国は異色ですね
2020/4/18 20:55,1587210945060,すごーい
2020/4/18 20:56,1587210981740,中国が頑張ってるのがよくわかる
2020/4/18 20:56,1587211003179,アメリカよ
2020/4/18 20:56,1587211003679,集団免疫？？？
2020/4/18 20:56,1587211012137,トルコやベルギーも多いんですね
2020/4/18 20:57,1587211039284,死者数とかのグラフは飛ばす感じですか？
2020/4/18 20:57,1587211054982,これ凄い...
2020/4/18 20:57,1587211061558,すごい
2020/4/18 20:57,1587211070050,おもしろいいいいいい
2020/4/18 20:59,1587211141275,レポートとかでは提出できないけど、サイト埋め込みとかだと輝きそう
2020/4/18 20:59,1587211144231,数行でこの動きできるのべんり
2020/4/18 20:59,1587211176881,すげー
